"","time","FluorescenceUV"
"354",2024-10-18 08:00:00,2.0024
"355",2024-10-18 09:00:00,2.03799509428578
"356",2024-10-18 10:00:00,2.02644534146155
"357",2024-10-18 11:00:00,2.22129980557081
"358",2024-10-18 12:00:00,2.18570103510193
"359",2024-10-18 13:00:00,2.2466
"360",2024-10-18 14:00:00,2.26107447494258
"361",2024-10-18 15:00:00,2.1612
"362",2024-10-18 16:00:00,2.149
"363",2024-10-18 17:00:00,2.1245
"364",2024-10-18 18:00:00,2.30173260845382
"365",2024-10-18 19:00:00,2.1734
"366",2024-10-18 20:00:00,2.12659319697494
"367",2024-10-18 21:00:00,2.21206779643322
"368",2024-10-18 22:00:00,2.2711
"369",2024-10-18 23:00:00,2.5885
"370",2024-10-19,2.6007
"371",2024-10-19 01:00:00,2.62719387862782
"372",2024-10-19 02:00:00,2.64130283234048
"373",2024-10-19 03:00:00,2.2466
"374",2024-10-19 04:00:00,2.3565
"375",2024-10-19 05:00:00,2.1612
"376",2024-10-19 06:00:00,1.8071
"377",2024-10-19 07:00:00,1.8089881532498
"378",2024-10-19 08:00:00,2.6862
"379",2024-10-19 09:00:00,2.70025965210824
"380",2024-10-19 10:00:00,2.83451759071699
"381",2024-10-19 11:00:00,2.83449462179747
"382",2024-10-19 12:00:00,2.7473
"383",2024-10-19 13:00:00,2.5275
"384",2024-10-19 14:00:00,2.0024
"385",2024-10-19 15:00:00,1.91354296567351
"386",2024-10-19 16:00:00,1.8681
"387",2024-10-19 17:00:00,1.80377495947412
"388",2024-10-19 18:00:00,1.7338
"389",2024-10-19 19:00:00,1.9292
"390",2024-10-19 20:00:00,1.7949
"391",2024-10-19 21:00:00,1.85752813555476
"392",2024-10-19 22:00:00,2.68783510156803
"393",2024-10-19 23:00:00,2.74890071779442
"394",2024-10-20,2.7610983695961
"395",2024-10-20 01:00:00,2.7961
"396",2024-10-20 02:00:00,2.7839
"397",2024-10-20 03:00:00,2.63592657026327
"398",2024-10-20 04:00:00,2.61136711736152
"399",2024-10-20 05:00:00,1.84219177830306
"400",2024-10-20 06:00:00,1.8696010533969
"401",2024-10-20 07:00:00,1.8681
"402",2024-10-20 08:00:00,1.93067207824542
"403",2024-10-20 09:00:00,1.80853772698435
"404",2024-10-20 10:00:00,1.8071
"405",2024-10-20 11:00:00,1.86951826510759
"406",2024-10-20 12:00:00,1.9536
"407",2024-10-20 13:00:00,1.917
"408",2024-10-20 14:00:00,1.91568035312743
"409",2024-10-20 15:00:00,1.83284854870155
"410",2024-10-20 16:00:00,1.77178125646542
"411",2024-10-20 17:00:00,1.78401459258696
"412",2024-10-20 18:00:00,1.8071
"413",2024-10-20 19:00:00,1.78148318288274
"414",2024-10-20 20:00:00,1.453
