"","time","Flow_TSG"
"383",2024-10-19 13:00:00,17.9622448943483
"384",2024-10-19 14:00:00,18.0608034680196
"385",2024-10-19 15:00:00,17.9
"386",2024-10-19 16:00:00,17.9
"387",2024-10-19 17:00:00,17.9
"388",2024-10-19 18:00:00,17.8374999969713
"389",2024-10-19 19:00:00,17.6326219544698
"390",2024-10-19 20:00:00,17.8308102393921
"391",2024-10-19 21:00:00,17.9481999874115
"392",2024-10-19 22:00:00,17.7
"393",2024-10-19 23:00:00,17.8141260105229
"394",2024-10-20,18.0107000112534
"395",2024-10-20 01:00:00,17.8
"396",2024-10-20 02:00:00,17.9
"397",2024-10-20 03:00:00,17.9
"398",2024-10-20 04:00:00,17.9
"399",2024-10-20 05:00:00,17.9
"400",2024-10-20 06:00:00,17.9
"401",2024-10-20 07:00:00,17.8853420206402
"402",2024-10-20 08:00:00,17.625787409012
"403",2024-10-20 09:00:00,17.9
"404",2024-10-20 10:00:00,17.8346999883652
"405",2024-10-20 11:00:00,17.8316999912262
"406",2024-10-20 12:00:00,17.8
"407",2024-10-20 13:00:00,17.7
"408",2024-10-20 14:00:00,17.6523000001907
"409",2024-10-20 15:00:00,18
"410",2024-10-20 16:00:00,17.9
"411",2024-10-20 17:00:00,17.8
"412",2024-10-20 18:00:00,17.6698999881744
"413",2024-10-20 19:00:00,17.8735960667271
"414",2024-10-20 20:00:00,17.9
