"X","time","Flow_intake","Flow_TSG","Conductivity_S_m","Fluorescence","FluorescenceUV","O2Concentration_ml_L","pH","salinity_PSU","Temperature_TSG_ITS_90","latitude","longitude"
117,"2024-10-08 11:00:00",999,18,3.74494727785374,1.1355,2.0814131827492,9.84171005270307,8.00565853166017,32.3690263453051,12.176805847108,44.5018043708354,66.3727696541686
118,"2024-10-08 12:00:00",999,18.1503999948502,3.80423725225105,1.54565795170066,2.0879,6.34204198588543,8.053,32.4882702340489,12.6951627805606,44.6291765200033,66.4881336100029
119,"2024-10-08 13:00:00",999,18.2,3.799647,1.96946145327258,2.0757,8.68470259168166,8.049,32.4636,12.6731,44.6727164185,66.5306249185
120,"2024-10-08 14:00:00",999,18.1546694649791,3.820968,2.12197377128287,2.1368,4.68916237617908,8.028,32.3141840780779,13.0830322604927,44.5332840819952,66.5240952216666
121,"2024-10-08 15:00:00",999,18.5637438431051,3.76570484316856,0.872037227417554,1.95937907580585,5.41844750952057,8.047,31.8180736747356,13.0547563392662,44.4155147338357,66.6021829933293
122,"2024-10-08 16:00:00",999,18.1360640272992,3.83310586050805,1.55358713822993,1.92281268120927,3.98714836127518,8.084,31.2009858695677,14.5636813224696,44.3380661585388,66.7609575623256
123,"2024-10-08 17:00:00",999,18.1,3.81502641788343,1.41285515086664,1.9658,4.05454195852471,8.075,31.2358476295261,14.3165627125405,44.250049394396,66.9392655155125
124,"2024-10-08 18:00:00",999,18,3.80895571764193,2.36820178654126,1.8437,4.12193555577424,8.11008950423816,32.0927551674798,13.2109970942464,44.1536634721395,67.119737656155
125,"2024-10-08 19:00:00",999,18.121825811305,3.90897354490697,2.2466,1.7827,4.14426869283242,8.132,32.1861107421423,14.2052057811416,44.0349707259983,67.2913070593362
126,"2024-10-08 20:00:00",999,18.1,3.95343210262053,2.1978,1.7705,4.1408115930973,8.14192758551699,32.2752626725345,14.5859208881777,43.9203280255248,67.4830037826173
127,"2024-10-08 21:00:00",999,17.9960000038147,3.90573168793675,3.02765339047049,1.77682330476476,4.13735449336219,8.13959151834621,32.3159895978915,14.0144478976041,43.8067057117097,67.667687112616
128,"2024-10-08 22:00:00",999,18.1,3.96659,2.45900738094118,1.74009157839202,4.13389739362707,8.158,32.3379188437763,14.6544425445,43.6881332025347,67.854437436438
129,"2024-10-08 23:00:00",999,18.1,3.81574178684138,3.94976498496703,1.8315,4.11139017331037,8.128,32.409988933194,12.9132086939463,43.575623445947,68.0378458873858
130,"2024-10-09",999,18.2,4.06114780316016,1.08701482284936,1.94734258857532,5.12719860750677,8.133,31.8768974194848,16.2525172894516,43.4736671768434,68.2056475412081
131,"2024-10-09 01:00:00",999,18.3150278449881,4.07002133166954,1.221,1.95955887493438,5.1101703561332,8.13955783814165,31.8555465297115,16.376207249689,43.4688627365,68.2120247095
132,"2024-10-09 02:00:00",999,18.2115736108186,4.065584,1.19642672510553,1.9414,5.12185840963516,8.142,31.8518535507151,16.3323202420418,43.4626527093324,68.2605179090075
133,"2024-10-09 03:00:00",999,18.2,3.972268,2.1301078365832,1.9292,2.83780014008076,8.125,32.1975757327972,14.8857885882407,43.4291953716657,68.4825141958407
134,"2024-10-09 04:00:00",999,18.1778325187951,3.73757149559825,3.06491480548874,1.92304629862781,5.13207936399003,8.09152200875909,32.4940911964964,11.9509599479591,43.3982632833333,68.6642567166668
